Standard Make,Standard Model,Confirmed Model Years,First Confirmed Model Year,Last Confirmed Model Year,Lifecycle Status,Vehicle Category,Market,Present in Original Source,Catalog Origin,Validation Status,Primary Source Name,Primary Source URL,Secondary Source Name,Secondary Source URL,Source Access Date,Notes,Source Organization Count,Source Dataset Count
BMW,i3,2014-2021,2014,2021,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2014&make=BMW&issueType=r,2026-07-15,,2,2
BMW,i4,2022-2026,2022,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2022&make=BMW&issueType=r,2026-07-15,,2,2
BMW,i5,2024-2027,2024,2027,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2024&make=BMW&issueType=r,2026-07-15,MY2027 record officially published in government data by the 2026-07-15 research cutoff.,2,2
BMW,i7,2023-2026,2023,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2023&make=BMW&issueType=r,2026-07-15,,2,2
BMW,i8,2014-2017; 2019-2020,2014,2020,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2014&make=BMW&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
BMW,iX,2022-2026,2022,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2022&make=BMW&issueType=r,2026-07-15,,2,2
Bentley,Arnage,1999-2009,1999,2009,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1999&make=BENTLEY&issueType=r,2026-07-15,,2,2
Bentley,Arnage LWB,2003-2007,2003,2007,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2003&make=BENTLEY&issueType=r,2026-07-15,,2,2
Bentley,Arnage RL,2005; 2008-2009,2005,2009,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2005&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. V3: EPA historical 1980-83 dataset provides a second independent organization for this model.",2,2
Bentley,Azure,1998-2001; 2003; 2007-2010,1998,2010,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1998&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Bentley,Bentayga,2017-2027,2017,2027,Active,SUV/Crossover,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2017&make=BENTLEY&issueType=r,2026-07-15,MY2027 record officially published in government data by the 2026-07-15 research cutoff.,2,2
Bentley,Bentayga EWB,2023-2027,2023,2027,Active,SUV/Crossover,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,MY2027 record officially published in government data by the 2026-07-15 research cutoff.,1,1
Bentley,Bentayga Speed,2021-2023,2021,2023,Discontinued,SUV/Crossover,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2021&make=BENTLEY&issueType=r,2026-07-15,V3: EPA historical 1980-83 dataset provides a second independent organization for this model.,2,2
Bentley,Brooklands,2009-2010,2009,2010,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bentley?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Bentley,Brooklands R,1998,1998,1998,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bentley,Brooklands R Limo,1998-1999,1998,1999,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bentley,Continental,2004-2010; 2012-2018; 2020-2026,2004,2026,Active,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2004&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Bentley,Continental Flying Spur,2006-2013; 2015,2006,2015,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2006&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Bentley,Continental GT Convertible Speed,2023,2023,2023,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bentley,Continental GT Speed,2014-2015; 2018; 2022-2023; 2025,2014,2025,Active,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2014&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. V3: EPA historical 1980-83 dataset provides a second independent organization for this model.",2,2
Bentley,Continental GT V8,2015; 2018; 2021-2023,2015,2023,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2015&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. V3: EPA historical 1980-83 dataset provides a second independent organization for this model.",2,2
Bentley,Continental GT3-R,2015,2015,2015,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bentley,Continental GTC,2007-2014; 2024-2026,2007,2026,Active,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2007&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Bentley,Continental GTC Speed,2025,2025,2025,Active,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bentley,Continental R,1993; 1998-2001; 2003,1993,2003,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1993&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. V3: EPA historical 1980-83 dataset provides a second independent organization for this model.",2,2
Bentley,Continental SC,1998-2001,1998,2001,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bentley,Continental Supersports,2010-2013; 2017-2018,2010,2018,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2010&make=BENTLEY&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Bentley,Continental T,1998-2001; 2003,1998,2003,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",1,1
Bentley,Flying Spur,2014-2018; 2020-2026,2014,2026,Active,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bentley?format=json,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.",2,2
Bentley,Flying Spur Speed,2025,2025,2025,Active,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bentley,Mulsanne,2011-2020,2011,2020,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bentley?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Bentley,Mulsanne EWB,2017,2017,2017,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bugatti,Chiron,2018-2023,2018,2023,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bugatti?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Bugatti,Chiron PUR Sport,2021-2023,2021,2023,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bugatti?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Bugatti,Chiron Super Sport,2022-2024,2022,2024,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bugatti?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Bugatti,Divo,2020,2020,2020,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Bugatti,Mistral,2025,2025,2025,Active,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bugatti?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Bugatti,Veyron,2006; 2008; 2010-2015,2006,2015,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Bugatti?format=json,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.",2,2
Buick,Allure,2005-2010,2005,2010,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2005&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Cascada,2016-2019,2016,2019,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2016&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Century,1980-2005,1980,2005,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1981&make=BUICK&issueType=r,2026-07-15,Model year(s) [1980] added in V3 from the official EPA 1980-1983 historical dataset.,2,3
Buick,Century Estate,1984,1984,1984,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Buick,Coachbuilder,1990-1995,1990,1995,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Buick,Electra,1980-1990,1980,1990,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1983&make=BUICK&issueType=r,2026-07-15,"Model year(s) [1980, 1981, 1982] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Buick,Electra Estate,1981-1984,1981,1984,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,"Model year(s) [1981, 1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",1,2
Buick,Enclave,2008-2026,2008,2026,Active,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2008&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Encore,2013-2022,2013,2022,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2013&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Encore GX,2020-2026,2020,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2020&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Envision,2016-2026,2016,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2016&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Envista,2024-2026,2024,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2024&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Estate,1980; 1986; 1990; 1993-1994,1980,1994,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1986&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1980] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Buick,LaCrosse,2005-2019,2005,2019,Discontinued,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2005&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,LaCrosse Eassist,2012-2016; 2018-2019,2012,2019,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2012&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Buick,LeSabre,1980-2006,1980,2006,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1982&make=BUICK&issueType=r,2026-07-15,"Model year(s) [1980, 1981] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Buick,Lucerne,2006-2011,2006,2011,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2006&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Park Avenue,1984-2005,1984,2005,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Rainier,2003-2007,2003,2007,Discontinued,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2003&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Reatta,1988-1991; 1993,1988,1993,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1988&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Buick,Regal,1980-2005; 2008-2020,1980,2020,Discontinued,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1982&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1980, 1981] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Buick,Regal Eassist,2012-2016,2012,2016,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2012&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Regal Tourx,2018-2020,2018,2020,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2018&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Rendezvous,2001-2007,2001,2007,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2001&make=BUICK&issueType=r,2026-07-15,,2,2
Buick,Riviera,1980-1993; 1995-1999,1980,1999,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1982&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1980, 1981] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Buick,Roadmaster,1989; 1991-1996; 1999,1989,1999,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1989&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Buick,Skyhawk,1980; 1982-1989; 1991-1993,1980,1993,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1983&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1980, 1982] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Buick,Skylark,1980-1998; 2000,1980,2000,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1981&make=BUICK&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1980] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Buick,Somerset,1985-1987,1985,1987,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1985&make=BUICK&issueType=r,2026-07-15,,2,2
