Standard Make,Standard Model,Confirmed Model Years,First Confirmed Model Year,Last Confirmed Model Year,Lifecycle Status,Vehicle Category,Market,Present in Original Source,Catalog Origin,Validation Status,Primary Source Name,Primary Source URL,Secondary Source Name,Secondary Source URL,Source Access Date,Notes,Source Organization Count,Source Dataset Count
Isuzu,Oasis,1996-1999,1996,1999,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1996&make=ISUZU&issueType=r,2026-07-15,,2,2
Isuzu,P'up (Pickup),1981-1995,1981,1995,Discontinued,Pickup Truck,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=ISUZU&issueType=r,2026-07-15,"Model year(s) [1981, 1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Isuzu,Rodeo,1991-2004; 2008,1991,2008,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1991&make=ISUZU&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Isuzu,Rodeo Sport,2001-2003,2001,2003,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2001&make=ISUZU&issueType=r,2026-07-15,,2,2
Isuzu,Stylus,1990-1994,1990,1994,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1990&make=ISUZU&issueType=r,2026-07-15,,2,2
Isuzu,Trooper,1984-2002,1984,2002,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=ISUZU&issueType=r,2026-07-15,,2,2
Isuzu,VehiCROSS,1998-2001,1998,2001,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1998&make=ISUZU&issueType=r,2026-07-15,,2,2
Isuzu,i-Series,2006-2008,2006,2008,Discontinued,Pickup Truck,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2006&make=ISUZU&issueType=r,2026-07-15,,2,2
Jaguar,E-PACE,2018-2024,2018,2024,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2018&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,F-PACE,2017-2026,2017,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2017&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,F-TYPE,2014-2024,2014,2024,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2014&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,I-PACE,2019-2024,2019,2024,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2019&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,S-Type,1999-2008,1999,2008,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1999&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,Super V8,2002-2003; 2005-2009,2002,2009,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",1,1
Jaguar,Vanden Plas,1984-1985; 1988-1991; 1994-2009,1984,2009,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=JAGUAR&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jaguar,X-Type,2001-2008,2001,2008,Discontinued,Passenger Car,United States,Yes,Existing Standardized Catalog,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2001&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,XE,2017-2021,2017,2021,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2017&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,XF,2009-2024,2009,2024,Discontinued,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2009&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,XJ,1980-1988; 1995; 1997-1998; 2000; 2002-2019,1980,2019,Discontinued,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=JAGUAR&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1980, 1981, 1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Jaguar,XJ12,1991; 1994-1996,1991,1996,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1991&make=JAGUAR&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jaguar,XJ6,1983-1998; 2000,1983,2000,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1983&make=JAGUAR&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jaguar,XJ8,1998-2009,1998,2009,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1998&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,XJR,1995-2009; 2014,1995,2014,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1995&make=JAGUAR&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jaguar,XJR-S,1993,1993,1993,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Jaguar,XJS,1980-1996; 1998; 2001,1980,2001,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1980&make=JAGUAR&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1981] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Jaguar,XK,2000; 2002-2003; 2006-2015,2000,2015,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2000&make=JAGUAR&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jaguar,XK8,1997-2006,1997,2006,Discontinued,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1997&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jaguar,XKR,2000-2009,2000,2009,Discontinued,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2000&make=JAGUAR&issueType=r,2026-07-15,,2,2
Jeep,CJ-7,1983-1986,1983,1986,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1983&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,CJ-8 Scrambler,1982-1986,1982,1986,Discontinued,Multiple Categories,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=JEEP&issueType=r,2026-07-15,"Model year(s) [1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Jeep,Cherokee,1980-2001; 2014-2023; 2026,1980,2026,Active,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1980&make=JEEP&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Jeep,Comanche,1985-1993,1985,1993,Discontinued,Pickup Truck,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1985&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,Commander,2005-2010,2005,2010,Discontinued,SUV/Crossover,United States,Yes,Existing Standardized Catalog,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2005&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,Compass,2007-2026,2007,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2007&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,Gladiator,2020-2026,2020,2026,Active,Pickup Truck,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2020&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,Grand Cherokee,1989; 1993-2026,1989,2026,Active,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1989&make=JEEP&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jeep,Grand Cherokee 4xe,2022-2026,2022,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2022&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,Grand Cherokee L,2021-2026,2021,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2021&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,Grand Wagoneer,1984-1995; 1997-1999; 2022-2026,1984,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=JEEP&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jeep,Grand Wagoneer L,2023-2026,2023,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Jeep?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Jeep,J-10/J-20 Pickup,1980-1988,1980,1988,Discontinued,Pickup Truck,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Jeep?format=json,2026-07-15,"Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data. Model year(s) [1980, 1981, 1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Jeep,Liberty,2000-2012,2000,2012,Discontinued,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2000&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,New Compass,2017,2017,2017,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Jeep,New Wrangler,2018,2018,2018,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Jeep,New Wrangler Unlimited,2018,2018,2018,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Jeep,Patriot,2002; 2007-2017,2002,2017,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2002&make=JEEP&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jeep,Recon Moab,2026,2026,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Jeep,Renegade,2015-2023,2015,2023,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2015&make=JEEP&issueType=r,2026-07-15,,2,2
Jeep,Wagoneer,1982-1994; 1996-2001; 2022-2026,1982,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1982&make=JEEP&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Jeep,Wagoneer L,2023-2025,2023,2025,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Jeep?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Jeep,Wrangler,1986-2026,1986,2026,Active,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1986&make=JEEP&issueType=r,2026-07-15,,2,2
Karma,GS-6,2021,2021,2021,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Karma?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Karma,Revero,2018-2020,2018,2020,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Karma?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,2
Kia,Amanti,2004-2009,2004,2009,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2004&make=KIA&issueType=r,2026-07-15,,2,2
Kia,Borrego,2008-2011,2008,2011,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2008&make=KIA&issueType=r,2026-07-15,,2,2
Kia,Cadenza,2014-2020,2014,2020,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2014&make=KIA&issueType=r,2026-07-15,,2,2
Kia,Carnival,2022-2027,2022,2027,Active,Minivan,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2022&make=KIA&issueType=r,2026-07-15,MY2027 record officially published in government data by the 2026-07-15 research cutoff.,2,2
Kia,DMS,2026,2026,2026,Active,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,EV6,2022-2026,2022,2026,Active,Multiple Categories,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2022&make=KIA&issueType=r,2026-07-15,,2,2
Kia,EV6 Long Range,2023-2026,2023,2026,Active,Multiple Categories,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,EV6 Standard Range,2023-2026,2023,2026,Active,Multiple Categories,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,EV9,2024-2026,2024,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2024&make=KIA&issueType=r,2026-07-15,,2,2
Kia,EV9 Long Range,2024-2026,2024,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,EV9 Long Range Gt-Line,2024-2026,2024,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,EV9 Standard Range,2024-2026,2024,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,Forte,2009-2024,2009,2024,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2009&make=KIA&issueType=r,2026-07-15,,2,2
Kia,K4,2025-2026,2025,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2025&make=KIA&issueType=r,2026-07-15,,2,2
Kia,K4 4DR W,2026,2026,2026,Active,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,K4 Without DMS,2026,2026,2026,Active,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Kia,K5,2021-2026,2021,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2021&make=KIA&issueType=r,2026-07-15,,2,2
Kia,K5 W,2026,2026,2026,Active,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
