Model Year,Standard Make,Standard Model,Standard Hierarchy Value,Classification Type,Validation Status,Primary Source Organization,Primary Source Document,Primary Source URL,Notes
1980,GMC,Sonoma,S15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1980,Mazda,B-Series,B2000,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1981,Dodge,Ram 150-350 (D/W Series),D150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1981,Dodge,Ram Van,B150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1981,Dodge,Ram Van,B250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1982,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1982,Dodge,Ram Van,B150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1983,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1983,Chrysler,Town & Country,AND,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1983,Dodge,Ram 150-350 (D/W Series),W250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Audi,Coupe,GT,Trim,Fully Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Chevrolet,Chevy Van (G-Series),G10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Chevrolet,Chevy Van (G-Series),Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Chevrolet,S-10,T10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Chrysler,Town & Country,AND,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram 150-350 (D/W Series),D100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram 150-350 (D/W Series),D150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram 150-350 (D/W Series),D250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram 150-350 (D/W Series),W100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram 150-350 (D/W Series),W150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram 150-350 (D/W Series),W250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram 50,Power,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram Van,B150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram Van,B250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ram Van,B350,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Dodge,Ramcharger,Ad150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,GMC,C/K 1500-2500 (Sierra Classic era),C15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,GMC,C/K 1500-2500 (Sierra Classic era),C25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,GMC,C/K 1500-2500 (Sierra Classic era),K25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,GMC,C/K 1500-2500 (Sierra Classic era),Suburban,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,GMC,Sonoma,S15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,GMC,Vandura,G35,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Mazda,B-Series,B-2200,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Mazda,B-Series,B2000,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1984,Toyota,Corolla,Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Audi,Coupe,GT,Trim,Fully Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Cadillac,Fleetwood,Brougham,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Chevrolet,Chevy Van (G-Series),G10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Chevrolet,Chevy Van (G-Series),Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Chevrolet,S-10,T10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram 150-350 (D/W Series),D100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram 150-350 (D/W Series),D150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram 150-350 (D/W Series),D250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram 150-350 (D/W Series),W100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram 150-350 (D/W Series),W150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram 150-350 (D/W Series),W250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram 50,Power,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram Van,B150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram Van,B250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ram Van,B350,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Dodge,Ramcharger,Ad150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,GMC,C/K 1500-2500 (Sierra Classic era),C15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,GMC,C/K 1500-2500 (Sierra Classic era),C25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,GMC,C/K 1500-2500 (Sierra Classic era),K25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,GMC,C/K 1500-2500 (Sierra Classic era),Suburban,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,GMC,Sonoma,S15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,GMC,Vandura,G35,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Toyota,Corolla,Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1985,Volkswagen,Golf,GTI,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Audi,Coupe,GT,Trim,Fully Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Cadillac,Fleetwood,Brougham,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Chevrolet,Chevy Van (G-Series),G10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Chevrolet,Chevy Van (G-Series),Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Chevrolet,S-10,T10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Chrysler,Town & Country,AND,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram 150-350 (D/W Series),D100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram 150-350 (D/W Series),D150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram 150-350 (D/W Series),D250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram 150-350 (D/W Series),W100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram 150-350 (D/W Series),W150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram 150-350 (D/W Series),W250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram 50,Power,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram Van,B150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram Van,B250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ram Van,B350,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Dodge,Ramcharger,Ad150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,GMC,C/K 1500-2500 (Sierra Classic era),C15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,GMC,C/K 1500-2500 (Sierra Classic era),C25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,GMC,C/K 1500-2500 (Sierra Classic era),K25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,GMC,C/K 1500-2500 (Sierra Classic era),Suburban,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,GMC,Sonoma,S15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,GMC,Vandura,G35,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Mazda,B-Series,B2000,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1986,Toyota,Corolla,Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Audi,Coupe,GT,Trim,Fully Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Chevrolet,Chevy Van (G-Series),G10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Chevrolet,Chevy Van (G-Series),Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Chevrolet,S-10,T10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram 150-350 (D/W Series),D100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram 150-350 (D/W Series),D150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram 150-350 (D/W Series),D250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram 150-350 (D/W Series),W100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram 150-350 (D/W Series),W150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram 150-350 (D/W Series),W250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram 50,Power,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram Van,B150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram Van,B250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ram Van,B350,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Dodge,Ramcharger,Ad150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,GMC,Sonoma,S15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,GMC,Vandura,G35,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Mazda,B-Series,B-2200,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Mazda,B-Series,B2000,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Mazda,B-Series,B2600,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Porsche,911,Carrera,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1987,Toyota,Corolla,Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Chevrolet,Chevy Van (G-Series),G10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Chevrolet,Chevy Van (G-Series),Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Chevrolet,S-10,T10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Chrysler,Town & Country,AND,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram 150-350 (D/W Series),D100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram 150-350 (D/W Series),D150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram 150-350 (D/W Series),D250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram 150-350 (D/W Series),W100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram 150-350 (D/W Series),W150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram 150-350 (D/W Series),W250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram 50,Power,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram Van,B150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram Van,B250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ram Van,B350,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Dodge,Ramcharger,Ad150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,GMC,C/K 1500-2500 (Sierra Classic era),C15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,GMC,C/K 1500-2500 (Sierra Classic era),C25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,GMC,C/K 1500-2500 (Sierra Classic era),K25,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,GMC,Sonoma,S15,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,GMC,Vandura,G35,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Mazda,B-Series,B-2200,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Mazda,B-Series,B2600,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Oldsmobile,Ninety-Eight,Touring,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1988,Porsche,911,Carrera,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,BMW,3 Series,325Ix,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,BMW,7 Series,735Il,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,BMW,7 Series,750Il,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,Chevrolet,Chevy Van (G-Series),G10,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,Chevrolet,Chevy Van (G-Series),G30,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,Chevrolet,Chevy Van (G-Series),Sport,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,Chrysler,Town & Country,AND,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,Dodge,Ram 150-350 (D/W Series),D100,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,Dodge,Ram 150-350 (D/W Series),D150,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
1989,Dodge,Ram 150-350 (D/W Series),D250,Trim,Government Verified,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,
